	lev	line1	line2	val1	val2	val3	r	pr	csr	vr
1627	6	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд)	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд)	88537,9	108300,4	155790,2	04	10	23 1 03 90000	200
1628	5	"Основное мероприятие ""Управление развитием информационно-коммуникационной инфраструктуры информационного общества"""	"Основное мероприятие ""Управление развитием информационно-коммуникационной инфраструктуры информационного общества"""	109289	107672,5	106600,8	04	10	23 1 04	
1629	6	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными (муниципальными) органами, казенными учреждениями, органами управления государственными внебюджетными фондами)	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными (муниципальными) органами, казенными учреждениями, органами управления государственными внебюджетными фондами)	57835,6	57840,2	57849,7	04	10	23 1 04 90000	100
1630	6	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд)	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд)	50602,9	48981,8	47900,6	04	10	23 1 04 90000	200
1631	6	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Иные бюджетные ассигнования)	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Иные бюджетные ассигнования)	850,5	850,5	850,5	04	10	23 1 04 90000	800
1632	5	"Основное мероприятие ""Развитие связи и информационных технологий в целях осуществления подготовки и проведения в Российской Федерации спортивных мероприятий"""	"Основное мероприятие ""Развитие связи и информационных технологий в целях осуществления подготовки и проведения в Российской Федерации спортивных мероприятий"""	5124678,4	6998862	319098,2	04	10	23 1 05	
1633	6	Субсидии бюджету Красноярского края на софинансирование мероприятий в области информационно-коммуникационных и телекоммуникационных технологий для подготовки и проведения XXIX Всемирной зимней универсиады 2019 года в г. Красноярске (Межбюджетные трансферты)	Субсидии бюджету Красноярского края на софинансирование мероприятий в области информационно-коммуникационных и телекоммуникационных технологий для подготовки и проведения XXIX Всемирной зимней универсиады 2019 года в г. Красноярске (Межбюджетные трансферты)	921233,7	1048135,3	217820,5	04	10	23 1 05 55210	500
1634	6	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд)	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд)	4203444,7	5950726,7	101277,7	04	10	23 1 05 90000	200
1635	4	"Подпрограмма ""Информационная среда"""	"Подпрограмма ""Информационная среда"""	16335,4	15092,2	15063,5	04	10	23 2	
1636	5	"Основное мероприятие ""Ведение федеральных информационных фондов, баз и банков данных"""	"Основное мероприятие ""Ведение федеральных информационных фондов, баз и банков данных"""	16335,4	15092,2	15063,5	04	10	23 2 07	
1637	6	Субсидии организациям, осуществляющим ведение федеральных информационных фондов, баз и банков данных (Иные бюджетные ассигнования)	Субсидии организациям, осуществляющим ведение федеральных информационных фондов, баз и банков данных (Иные бюджетные ассигнования)	16335,4	15092,2	15063,5	04	10	23 2 07 64540	800
1638	4	"Подпрограмма ""Безопасность в информационном обществе"""	"Подпрограмма ""Безопасность в информационном обществе"""	5638460,9	5461585,2	5516715,2	04	10	23 3	
1639	5	"Основное мероприятие ""Организация деятельности радиочастотной службы"""	"Основное мероприятие ""Организация деятельности радиочастотной службы"""	5526488,7	5351967,9	5235620,9	04	10	23 3 02	
1640	6	Субсидия федеральным государственным унитарным предприятиям - радиочастотным центрам федеральных округов на финансовое обеспечение затрат, связанных с выполнением возложенных на них функций (Иные бюджетные ассигнования)	Субсидия федеральным государственным унитарным предприятиям - радиочастотным центрам федеральных округов на финансовое обеспечение затрат, связанных с выполнением возложенных на них функций (Иные бюджетные ассигнования)	5457012,1	5284685,3	5169800,9	04	10	23 3 02 64560	800
1641	6	"Субсидия федеральному государственному унитарному предприятию ""Главный радиочастотный центр"" на возмещение затрат, связанных с выполнением работ по образованию позывных сигналов для опознавания радиоэлектронных средств гражданского назначения и проверкой соответствия судовых радиостанций требованиям международных договоров Российской Федерации и требованиям законодательства Российской Федерации в области связи (Иные бюджетные ассигнования)"	"Субсидия федеральному государственному унитарному предприятию ""Главный радиочастотный центр"" на возмещение затрат, связанных с выполнением работ по образованию позывных сигналов для опознавания радиоэлектронных средств гражданского назначения и проверкой соответствия судовых радиостанций требованиям международных договоров Российской Федерации и требованиям законодательства Российской Федерации в области связи (Иные бюджетные ассигнования)"	69476,6	67282,6	65820	04	10	23 3 02 65660	800
4112	6		"Основное мероприятие ""Развитие сети станций радиоконтроля"""		0	173046,9	04	10	23 3 03	
4113	5		Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Капитальные вложения в объекты государственной (муниципальной) собственности)		0	173046,9	04	10	23 3 03 90000	400
1642	5	"Основное мероприятие ""Предупреждение информационно-технологических угроз национальным интересам России"""	"Основное мероприятие ""Предупреждение информационно-технологических угроз национальным интересам России"""	37400	37400	37400	04	10	23 3 04	
1643	6	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд)	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд)	37400	37400	37400	04	10	23 3 04 90000	200
1644	5	"Основное мероприятие ""Информационно-техническое сопровождение, модернизация, развитие программно-технических средств подсистемы мониторинга средств массовой информации в специальных целях"""	"Основное мероприятие ""Информационно-техническое сопровождение, модернизация, развитие программно-технических средств подсистемы мониторинга средств массовой информации в специальных целях"""	74572,2	72217,3	70647,4	04	10	23 3 05	
1645	6	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд)	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд)	74572,2	72217,3	70647,4	04	10	23 3 05 90000	200
1646	4	"Подпрограмма ""Информационное государство"""	"Подпрограмма ""Информационное государство"""	6172693,5	5935801,9	6672577,3	04	10	23 4	
1647	5	"Основное мероприятие ""Управление развитием информационного общества"""	"Основное мероприятие ""Управление развитием информационного общества"""	897612,1	939511	931339,1	04	10	23 4 01	
1648	6	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными (муниципальными) органами, казенными учреждениями, органами управления государственными внебюджетными фондами)	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Расходы на выплаты персоналу в целях обеспечения выполнения функций государственными (муниципальными) органами, казенными учреждениями, органами управления государственными внебюджетными фондами)	361192,3	365800,1	368409,4	04	10	23 4 01 90000	100
1649	6	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд)	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд)	465443,5	500135	486662,3	04	10	23 4 01 90000	200
1650	6	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Предоставление субсидий бюджетным, автономным учреждениям и иным некоммерческим организациям)	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Предоставление субсидий бюджетным, автономным учреждениям и иным некоммерческим организациям)	60534,3	63215,1	65966,1	04	10	23 4 01 90000	600
1651	6	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Иные бюджетные ассигнования)	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Иные бюджетные ассигнования)	10442	10360,8	10301,3	04	10	23 4 01 90000	800
1652	5	"Основное мероприятие ""Развитие и эксплуатация электронного правительства"""	"Основное мероприятие ""Развитие и эксплуатация электронного правительства"""	2836586,2	2674780,8	3466075,6	04	10	23 4 02	
1653	6	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд)	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд)	2409831,9	2248026,5	3039321,3	04	10	23 4 02 90000	200
1654	6	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Предоставление субсидий бюджетным, автономным учреждениям и иным некоммерческим организациям)	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Предоставление субсидий бюджетным, автономным учреждениям и иным некоммерческим организациям)	426754,3	426754,3	426754,3	04	10	23 4 02 90000	600
1655	5	"Основное мероприятие ""Создание и внедрение современных информационных технологий в сфере государственного управления"""	"Основное мероприятие ""Создание и внедрение современных информационных технологий в сфере государственного управления"""	267427	213332,8	208912,6	04	10	23 4 03	
1656	6	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд)	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд)	78527	82829	80877,5	04	10	23 4 03 90000	200
1657	6	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Предоставление субсидий бюджетным, автономным учреждениям и иным некоммерческим организациям)	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Предоставление субсидий бюджетным, автономным учреждениям и иным некоммерческим организациям)	188900	130503,8	128035,1	04	10	23 4 03 90000	600
1658	5	"Основное мероприятие ""Создание и развитие официальных сайтов высших должностных лиц и органов управления Российской Федерации"""	"Основное мероприятие ""Создание и развитие официальных сайтов высших должностных лиц и органов управления Российской Федерации"""	71285,1	69855	68901,6	04	10	23 4 04	
1659	6	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд)	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд)	71285,1	69855	68901,6	04	10	23 4 04 90000	200
1660	5	"Основное мероприятие ""Координация мероприятий по использованию информационно-коммуникационных технологий в деятельности государственных органов"""	"Основное мероприятие ""Координация мероприятий по использованию информационно-коммуникационных технологий в деятельности государственных органов"""	200848,5	153519,4	153519,4	04	10	23 4 05	
1661	6	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Предоставление субсидий бюджетным, автономным учреждениям и иным некоммерческим организациям)	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Предоставление субсидий бюджетным, автономным учреждениям и иным некоммерческим организациям)	200848,5	153519,4	153519,4	04	10	23 4 05 90000	600
1662	5	"Основное мероприятие ""Поддержка региональных проектов в сфере информационных технологий"""	"Основное мероприятие ""Поддержка региональных проектов в сфере информационных технологий"""	343000,6	332169,1	324948	04	10	23 4 06	
1663	6	Субсидии на поддержку региональных проектов в сфере информационных технологий (Межбюджетные трансферты)	Субсидии на поддержку региональных проектов в сфере информационных технологий (Межбюджетные трансферты)	343000,6	332169,1	324948	04	10	23 4 06 50280	500
1664	5	"Основное мероприятие ""Информатизация в сфере оказания государственных услуг и контроля качества их предоставления, осуществления государственных функций и информационной открытости органов власти"""	"Основное мероприятие ""Информатизация в сфере оказания государственных услуг и контроля качества их предоставления, осуществления государственных функций и информационной открытости органов власти"""	280439,3	271583,3	265679,4	04	10	23 4 07	
1665	6	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд)	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд)	280439,3	271583,3	265679,4	04	10	23 4 07 90000	200
1666	5	"Основное мероприятие ""Создание, развитие и функционирование государственной системы миграционного и регистрационного учета, а также изготовления, оформления и контроля обращения документов, удостоверяющих личность"""	"Основное мероприятие ""Создание, развитие и функционирование государственной системы миграционного и регистрационного учета, а также изготовления, оформления и контроля обращения документов, удостоверяющих личность"""	1275494,7	1281050,5	1253201,6	04	10	23 4 10	
1667	6	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд)	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд)	1275494,7	1281050,5	1253201,6	04	10	23 4 10 90000	200
1668	3	"Государственная программа Российской Федерации ""Социально-экономическое развитие Дальнего Востока и Байкальского региона"""	"Государственная программа Российской Федерации ""Социально-экономическое развитие Дальнего Востока и Байкальского региона"""	771600	1928400	0	04	10	34	
1669	4	"Федеральная целевая программа ""Социально-экономическое развитие Курильских островов (Сахалинская область) на 2016 - 2025 годы"""	"Федеральная целевая программа ""Социально-экономическое развитие Курильских островов (Сахалинская область) на 2016 - 2025 годы"""	771600	1928400	0	04	10	34 К	
1670	6	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Иные бюджетные ассигнования)	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Иные бюджетные ассигнования)	771600	1928400	0	04	10	34 К 00 90000	800
1671	3	"Государственная программа Российской Федерации ""Социально-экономическое развитие Республики Крым и г. Севастополя на период до 2020 года"""	"Государственная программа Российской Федерации ""Социально-экономическое развитие Республики Крым и г. Севастополя на период до 2020 года"""	117757,1	45500	0	04	10	45	
1672	4	"Федеральная целевая программа ""Социально-экономическое развитие Республики Крым и г. Севастополя до 2020 года"""	"Федеральная целевая программа ""Социально-экономическое развитие Республики Крым и г. Севастополя до 2020 года"""	117757,1	45500	0	04	10	45 2	
1673	6	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд)	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд)	50500	45500	0	04	10	45 2 00 90000	200
1674	6	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Капитальные вложения в объекты государственной (муниципальной) собственности)		67257,1			04	10	45 2 00 90000	400
1675	3	Реализация функций иных федеральных органов государственной власти	Реализация функций иных федеральных органов государственной власти	17426,7	12440,2	11256,6	04	10	99	
1676	4	Мобилизационная подготовка органов государственной власти	Мобилизационная подготовка органов государственной власти	17426,7	12440,2	11256,6	04	10	99 7	
1677	6	Субсидии на содержание специальных объектов (Иные бюджетные ассигнования)	Субсидии на содержание специальных объектов (Иные бюджетные ассигнования)	3971,8	3846,4	3762,8	04	10	99 7 00 60940	800
1678	6	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд)	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд)	13454,9	8593,8	7493,8	04	10	99 7 00 90000	200
1679	2	Прикладные научные исследования в области национальной экономики	Прикладные научные исследования в области национальной экономики	170994086,3	158988841,9	143580603,7	04	11		
1680	3	"Государственная программа Российской Федерации ""Обеспечение общественного порядка и противодействие преступности"""	"Государственная программа Российской Федерации ""Обеспечение общественного порядка и противодействие преступности"""	33360,7	34194	33387,7	04	11	08	
1681	4	"Федеральная целевая программа ""Повышение безопасности дорожного движения в 2013 - 2020 годах"""	"Федеральная целевая программа ""Повышение безопасности дорожного движения в 2013 - 2020 годах"""	33360,7	34194	33387,7	04	11	08 5	
1682	6	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд)	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд)	33360,7	34194	33387,7	04	11	08 5 00 90000	200
1683	3	"Государственная программа Российской Федерации ""Защита населения и территорий от чрезвычайных ситуаций, обеспечение пожарной безопасности и безопасности людей на водных объектах"""	"Государственная программа Российской Федерации ""Защита населения и территорий от чрезвычайных ситуаций, обеспечение пожарной безопасности и безопасности людей на водных объектах"""	613107,3	1049933,1	958811,5	04	11	10	
1684	4	"Подпрограмма ""Развитие системы обеспечения промышленной безопасности"""	"Подпрограмма ""Развитие системы обеспечения промышленной безопасности"""	95803,9	92746,4	90708	04	11	10 3	
1685	5	"Основное мероприятие ""Обеспечение проведения технологического надзора и федерального государственного надзора в области использования атомной энергии"""	"Основное мероприятие ""Обеспечение проведения технологического надзора и федерального государственного надзора в области использования атомной энергии"""	95803,9	92746,4	90708	04	11	10 3 02	
1686	6	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Предоставление субсидий бюджетным, автономным учреждениям и иным некоммерческим организациям)	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Предоставление субсидий бюджетным, автономным учреждениям и иным некоммерческим организациям)	95803,9	92746,4	90708	04	11	10 3 02 90000	600
1687	4	"Федеральная целевая программа ""Национальная система химической и биологической безопасности Российской Федерации (2015 - 2020 годы)"""	"Федеральная целевая программа ""Национальная система химической и биологической безопасности Российской Федерации (2015 - 2020 годы)"""	517303,4	957186,7	868103,5	04	11	10 Б	
1688	6	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд)	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд)	517303,4	957186,7	868103,5	04	11	10 Б 00 90000	200
1689	3	"Государственная программа Российской Федерации ""Охрана окружающей среды"" на 2012 - 2020 годы"	"Государственная программа Российской Федерации ""Охрана окружающей среды"" на 2012 - 2020 годы"	1130520,4	1130024	1129692,9	04	11	12	
1690	4	"Подпрограмма ""Регулирование качества окружающей среды"""	"Подпрограмма ""Регулирование качества окружающей среды"""	25000	25000	25000	04	11	12 1	
1691	5	"Основное мероприятие ""Нормативно-правовое, методическое и информационно-аналитическое обеспечение регулирования в области охраны окружающей среды"""	"Основное мероприятие ""Нормативно-правовое, методическое и информационно-аналитическое обеспечение регулирования в области охраны окружающей среды"""	25000	25000	25000	04	11	12 1 01	
1692	6	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд)	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд)	25000	25000	25000	04	11	12 1 01 90000	200
1693	4	"Подпрограмма ""Биологическое разнообразие России"""	"Подпрограмма ""Биологическое разнообразие России"""	8464,5	8197,2	8019	04	11	12 2	
1694	5	"Основное мероприятие ""Нормативно-правовое, методическое и информационно-аналитическое обеспечение деятельности в сфере сохранения и восстановления биологического разнообразия"""	"Основное мероприятие ""Нормативно-правовое, методическое и информационно-аналитическое обеспечение деятельности в сфере сохранения и восстановления биологического разнообразия"""	8464,5	8197,2	8019	04	11	12 2 01	
1695	6	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд)	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Закупка товаров, работ и услуг для обеспечения государственных (муниципальных) нужд)	8464,5	8197,2	8019	04	11	12 2 01 90000	200
1696	4	"Подпрограмма ""Гидрометеорология и мониторинг окружающей среды"""	"Подпрограмма ""Гидрометеорология и мониторинг окружающей среды"""	1090751,6	1090721,5	1090701,4	04	11	12 3	
1697	5	"Основное мероприятие ""Исследования и разработка методов и технологий в сфере гидрометеорологии и мониторинга окружающей среды"""	"Основное мероприятие ""Исследования и разработка методов и технологий в сфере гидрометеорологии и мониторинга окружающей среды"""	1090751,6	1090721,5	1090701,4	04	11	12 3 04	
1698	6	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Предоставление субсидий бюджетным, автономным учреждениям и иным некоммерческим организациям)	Финансовое обеспечение выполнения функций федеральных государственных органов, оказания услуг и выполнения работ (Предоставление субсидий бюджетным, автономным учреждениям и иным некоммерческим организациям)	1090751,6	1090721,5	1090701,4	04	11	12 3 04 90000	600
